job_id,order_id,product_id,operation_id,sequence,machine_id,material_id,worker_id,shift_id,batch_quantity,processing_hours,scheduled_start,scheduled_end,actual_start,actual_end,downtime_minutes,downtime_factor_id,energy_kwh,job_status
J02493,ORD0416,PRD024,OP30,30,M03,MAT001,W045,S1,7500,0.99,24-05-2025 08:47:24,24-05-2025 09:46:48,24-05-2025 08:47:24,24-05-2025 09:33:04,8.8,,25.7,On-Time
J02494,ORD0416,PRD024,OP40,40,M03,MAT001,W064,S1,7500,1.87,24-05-2025 10:01:48,24-05-2025 11:54:00,24-05-2025 10:06:01,24-05-2025 12:04:33,10.2,,48.6,On-Time
J02495,ORD0416,PRD024,OP50,50,M05,MAT005,W083,S3,7500,0.71,24-05-2025 12:09:00,24-05-2025 12:51:36,24-05-2025 12:14:32,24-05-2025 13:05:28,18.2,,14.2,On-Time
J02496,ORD0416,PRD024,OP60,60,M05,MAT006,W048,S2,7500,1.21,24-05-2025 13:06:36,24-05-2025 14:19:12,24-05-2025 14:07:17,24-05-2025 16:50:55,13.4,F07,24.2,Delayed
J02497,ORD0417,PRD015,OP10,10,M01,MAT002,W055,S2,4000,1.42,17-05-2025 06:00:00,17-05-2025 07:25:12,17-05-2025 07:08:51,17-05-2025 10:17:20,13.9,F07,25.6,Delayed
J02498,ORD0417,PRD015,OP20,20,M02,MAT006,W038,S2,4000,0.93,17-05-2025 07:40:12,17-05-2025 08:36:00,17-05-2025 08:31:20,17-05-2025 10:43:50,12.8,F06,20.5,Delayed
J02499,ORD0417,PRD015,OP30,30,M02,MAT001,W075,S1,4000,0.68,17-05-2025 08:51:00,17-05-2025 09:31:48,17-05-2025 08:51:00,17-05-2025 09:19:51,3.4,,15.0,On-Time
J02500,ORD0417,PRD015,OP40,40,M03,MAT003,W028,S2,4000,1.29,17-05-2025 09:46:48,17-05-2025 11:04:12,17-05-2025 10:57:24,17-05-2025 14:00:43,9.3,F08,33.5,Delayed
J02501,ORD0417,PRD015,OP50,50,M05,MAT001,W065,S1,4000,0.76,17-05-2025 11:19:12,17-05-2025 12:04:48,17-05-2025 11:19:12,17-05-2025 11:56:13,4.8,,15.2,On-Time
J02502,ORD0417,PRD015,OP60,60,M05,MAT001,W006,S1,4000,0.78,17-05-2025 12:19:48,17-05-2025 13:06:36,17-05-2025 12:24:11,17-05-2025 13:17:35,5.1,,15.6,On-Time
J02503,ORD0418,PRD008,OP10,10,M02,MAT006,W055,S2,9000,1.62,28-05-2025 06:00:00,28-05-2025 07:37:12,28-05-2025 06:47:11,28-05-2025 09:35:10,6.5,F07,35.6,Delayed
J02504,ORD0418,PRD008,OP20,20,M02,MAT001,W068,S2,9000,1.29,28-05-2025 07:52:12,28-05-2025 09:09:36,28-05-2025 07:58:40,28-05-2025 09:25:47,13.4,,28.4,On-Time
J02505,ORD0418,PRD008,OP30,30,M02,MAT001,W051,S3,9000,0.86,28-05-2025 09:24:36,28-05-2025 10:16:12,28-05-2025 10:22:47,28-05-2025 12:41:41,22.5,F07,18.9,Delayed
J02506,ORD0418,PRD008,OP40,40,M03,MAT003,W052,S2,9000,2.13,28-05-2025 10:31:12,28-05-2025 12:39:00,28-05-2025 10:31:52,28-05-2025 12:40:40,6.0,,55.4,On-Time
J02507,ORD0418,PRD008,OP50,50,M04,MAT003,W077,S3,9000,0.8,28-05-2025 12:54:00,28-05-2025 13:42:00,28-05-2025 13:37:02,28-05-2025 15:29:35,21.1,F09,19.2,Delayed
J02508,ORD0418,PRD008,OP60,60,M05,MAT003,W030,S2,9000,1.04,28-05-2025 13:57:00,28-05-2025 14:59:24,28-05-2025 14:00:42,28-05-2025 15:08:39,15.7,,20.8,On-Time
J02509,ORD0419,PRD038,OP10,10,M01,MAT006,W031,S1,4000,0.99,29-05-2025 06:00:00,29-05-2025 06:59:24,29-05-2025 06:00:00,29-05-2025 06:45:10,8.2,,17.8,On-Time
J02510,ORD0419,PRD038,OP20,20,M02,MAT001,W056,S1,4000,0.96,29-05-2025 07:14:24,29-05-2025 08:12:00,29-05-2025 07:14:24,29-05-2025 07:55:56,2.3,,21.1,On-Time
J02511,ORD0419,PRD038,OP30,30,M03,MAT003,W081,S3,4000,0.66,29-05-2025 08:27:00,29-05-2025 09:06:36,29-05-2025 08:33:57,29-05-2025 09:24:00,18.4,,17.2,On-Time
J02512,ORD0419,PRD038,OP40,40,M03,MAT002,W046,S2,4000,1.47,29-05-2025 09:21:36,29-05-2025 10:49:48,29-05-2025 10:28:34,29-05-2025 13:37:14,15.1,F08,38.2,Delayed
J02513,ORD0419,PRD038,OP50,50,M05,MAT001,W035,S1,4000,0.7,29-05-2025 11:04:48,29-05-2025 11:46:48,29-05-2025 11:04:48,29-05-2025 11:31:02,5.3,,14.0,On-Time
J02514,ORD0419,PRD038,OP60,60,M05,MAT004,W072,S2,4000,0.82,29-05-2025 12:01:48,29-05-2025 12:51:00,29-05-2025 12:01:48,29-05-2025 12:42:41,12.4,,16.4,On-Time
J02515,ORD0420,PRD031,OP10,10,M01,MAT006,W007,S3,6000,1.53,08-05-2025 06:00:00,08-05-2025 07:31:48,08-05-2025 07:06:05,08-05-2025 10:17:01,15.2,F09,27.5,Delayed
J02516,ORD0420,PRD031,OP20,20,M02,MAT004,W002,S1,6000,1.45,08-05-2025 07:46:48,08-05-2025 09:13:48,08-05-2025 07:46:48,08-05-2025 08:59:01,12.5,,31.9,On-Time
J02517,ORD0420,PRD031,OP30,30,M03,MAT004,W021,S2,6000,1.03,08-05-2025 09:28:48,08-05-2025 10:30:36,08-05-2025 09:28:48,08-05-2025 10:28:51,2.4,,26.8,On-Time
J02518,ORD0420,PRD031,OP40,40,M04,MAT005,W028,S3,6000,1.65,08-05-2025 10:45:36,08-05-2025 12:24:36,08-05-2025 12:14:16,08-05-2025 16:06:16,26.1,F03,39.6,Failed
J02519,ORD0420,PRD031,OP50,50,M04,MAT004,W053,S3,6000,0.82,08-05-2025 12:39:36,08-05-2025 13:28:48,08-05-2025 13:22:41,08-05-2025 15:16:30,18.5,F09,19.7,Delayed
J02520,ORD0420,PRD031,OP60,60,M05,MAT001,W024,S1,6000,1.29,08-05-2025 13:43:48,08-05-2025 15:01:12,08-05-2025 13:43:48,08-05-2025 14:53:39,15.9,,25.8,On-Time
J02521,ORD0421,PRD008,OP10,10,M01,MAT006,W049,S2,1000,0.96,20-05-2025 06:00:00,20-05-2025 06:57:36,20-05-2025 06:00:20,20-05-2025 06:58:28,13.0,,17.3,On-Time
J02522,ORD0421,PRD008,OP20,20,M02,MAT003,W044,S3,1000,0.62,20-05-2025 07:12:36,20-05-2025 07:49:48,20-05-2025 07:31:20,20-05-2025 08:36:40,16.6,F03,13.6,Delayed
J02523,ORD0421,PRD008,OP30,30,M03,MAT005,W021,S2,1000,0.62,20-05-2025 08:04:48,20-05-2025 08:42:00,20-05-2025 08:06:30,20-05-2025 08:46:15,10.6,,16.1,On-Time
J02524,ORD0421,PRD008,OP40,40,M03,MAT004,W004,S1,1000,1.01,20-05-2025 08:57:00,20-05-2025 09:57:36,20-05-2025 08:58:27,20-05-2025 10:01:13,4.7,,26.3,On-Time
J02525,ORD0421,PRD008,OP50,50,M04,MAT001,W059,S1,1000,0.59,20-05-2025 10:12:36,20-05-2025 10:48:00,20-05-2025 10:12:36,20-05-2025 10:45:45,9.2,,14.2,On-Time
J02526,ORD0421,PRD008,OP60,60,M01,MAT001,W030,S2,1000,0.83,20-05-2025 11:03:00,20-05-2025 11:52:48,20-05-2025 11:03:00,20-05-2025 11:45:23,6.9,,14.9,On-Time
J02527,ORD0422,PRD021,OP10,10,M02,MAT003,W043,S1,6500,1.49,03-05-2025 06:00:00,03-05-2025 07:29:24,03-05-2025 06:00:00,03-05-2025 07:13:45,6.7,,32.8,On-Time
J02528,ORD0422,PRD021,OP20,20,M02,MAT005,W026,S1,6500,1.34,03-05-2025 07:44:24,03-05-2025 09:04:48,03-05-2025 07:50:50,03-05-2025 09:20:53,6.1,,29.5,On-Time
J02529,ORD0422,PRD021,OP30,30,M03,MAT001,W057,S3,6500,0.95,03-05-2025 09:19:48,03-05-2025 10:16:48,03-05-2025 09:56:47,03-05-2025 11:49:16,20.3,F08,24.7,Delayed
J02530,ORD0422,PRD021,OP40,40,M04,MAT002,W046,S3,6500,1.6,03-05-2025 10:31:48,03-05-2025 12:07:48,03-05-2025 12:13:27,03-05-2025 16:21:56,21.9,F05,38.4,Failed
J02531,ORD0422,PRD021,OP50,50,M04,MAT001,W047,S3,6500,0.82,03-05-2025 12:22:48,03-05-2025 13:12:00,03-05-2025 12:29:49,03-05-2025 13:29:33,19.4,,19.7,On-Time
J02532,ORD0422,PRD021,OP60,60,M01,MAT002,W018,S1,6500,0.98,03-05-2025 13:27:00,03-05-2025 14:25:48,03-05-2025 13:31:15,03-05-2025 14:36:27,8.5,,17.6,On-Time
J02533,ORD0423,PRD008,OP10,10,M01,MAT005,W025,S2,7000,1.11,31-05-2025 06:00:00,31-05-2025 07:06:36,31-05-2025 06:00:00,31-05-2025 06:52:02,10.2,,20.0,On-Time
J02534,ORD0423,PRD008,OP20,20,M02,MAT005,W050,S3,7000,1.17,31-05-2025 07:21:36,31-05-2025 08:31:48,31-05-2025 08:10:05,31-05-2025 10:33:01,17.8,F06,25.7,Delayed
J02535,ORD0423,PRD008,OP30,30,M02,MAT006,W009,S2,7000,1.08,31-05-2025 08:46:48,31-05-2025 09:51:36,31-05-2025 08:46:48,31-05-2025 09:51:02,10.7,,23.8,On-Time
J02536,ORD0423,PRD008,OP40,40,M03,MAT003,W022,S1,7000,1.51,31-05-2025 10:06:36,31-05-2025 11:37:12,31-05-2025 10:10:49,31-05-2025 11:47:45,10.0,,39.3,On-Time
J02537,ORD0423,PRD008,OP50,50,M04,MAT001,W029,S2,7000,0.93,31-05-2025 11:52:12,31-05-2025 12:48:00,31-05-2025 11:59:21,31-05-2025 13:05:54,8.9,,22.3,On-Time
J02538,ORD0423,PRD008,OP60,60,M05,MAT004,W066,S1,7000,0.94,31-05-2025 13:03:00,31-05-2025 13:59:24,31-05-2025 13:06:31,31-05-2025 14:08:11,5.3,,18.8,On-Time
J02539,ORD0424,PRD012,OP10,10,M02,MAT002,W067,S3,6000,1.04,07-05-2025 06:00:00,07-05-2025 07:02:24,07-05-2025 06:05:15,07-05-2025 07:15:32,22.5,,22.9,On-Time
J02540,ORD0424,PRD012,OP20,20,M01,MAT005,W062,S3,6000,1.36,07-05-2025 07:17:24,07-05-2025 08:39:00,07-05-2025 07:17:26,07-05-2025 08:39:05,13.3,,24.5,On-Time
J02541,ORD0424,PRD012,OP30,30,M02,MAT004,W075,S1,6000,0.76,07-05-2025 08:54:00,07-05-2025 09:39:36,07-05-2025 08:54:00,07-05-2025 09:35:02,8.2,,16.7,On-Time
J02542,ORD0424,PRD012,OP40,40,M04,MAT002,W082,S1,6000,1.38,07-05-2025 09:54:36,07-05-2025 11:17:24,07-05-2025 09:56:39,07-05-2025 11:22:33,12.1,,33.1,On-Time
J02543,ORD0424,PRD012,OP50,50,M05,MAT004,W053,S1,6000,0.63,07-05-2025 11:32:24,07-05-2025 12:10:12,07-05-2025 11:35:59,07-05-2025 12:19:10,9.8,,12.6,On-Time
J02544,ORD0424,PRD012,OP60,60,M05,MAT005,W006,S2,6000,1.17,07-05-2025 12:25:12,07-05-2025 13:35:24,07-05-2025 12:25:12,07-05-2025 13:25:35,9.5,,23.4,On-Time
J02545,ORD0425,PRD032,OP10,10,M02,MAT005,W001,S1,5000,1.03,13-05-2025 06:00:00,13-05-2025 07:01:48,13-05-2025 06:00:02,13-05-2025 07:01:55,9.4,,22.7,On-Time
J02546,ORD0425,PRD032,OP20,20,M02,MAT002,W026,S3,5000,1.39,13-05-2025 07:16:48,13-05-2025 08:40:12,13-05-2025 08:26:21,13-05-2025 11:34:05,22.8,F03,30.6,Failed
J02547,ORD0425,PRD032,OP30,30,M03,MAT005,W039,S1,5000,1.0,13-05-2025 08:55:12,13-05-2025 09:55:12,13-05-2025 09:00:41,13-05-2025 10:08:56,9.0,,26.0,On-Time
J02548,ORD0425,PRD032,OP40,40,M04,MAT004,W004,S2,5000,1.14,13-05-2025 10:10:12,13-05-2025 11:18:36,13-05-2025 10:10:12,13-05-2025 11:05:48,11.2,,27.4,On-Time
J02549,ORD0425,PRD032,OP50,50,M05,MAT005,W029,S1,5000,0.75,13-05-2025 11:33:36,13-05-2025 12:18:36,13-05-2025 11:38:05,13-05-2025 12:29:48,13.3,,15.0,On-Time
J02550,ORD0425,PRD032,OP60,60,M05,MAT002,W084,S2,5000,0.74,13-05-2025 12:33:36,13-05-2025 13:18:00,13-05-2025 12:33:36,13-05-2025 13:13:24,14.7,,14.8,On-Time
J02551,ORD0426,PRD004,OP10,10,M02,MAT005,W037,S2,3500,1.2,11-05-2025 06:00:00,11-05-2025 07:12:00,11-05-2025 06:02:21,11-05-2025 07:17:53,4.8,,26.4,On-Time
J02552,ORD0426,PRD004,OP20,20,M01,MAT003,W068,S1,3500,1.1,11-05-2025 07:27:00,11-05-2025 08:33:00,11-05-2025 07:32:54,11-05-2025 08:47:46,15.9,,19.8,On-Time
J02553,ORD0426,PRD004,OP30,30,M02,MAT005,W075,S3,3500,0.93,11-05-2025 08:48:00,11-05-2025 09:43:48,11-05-2025 10:53:35,11-05-2025 14:57:47,23.2,F02,20.5,Failed
J02554,ORD0426,PRD004,OP40,40,M04,MAT006,W058,S1,3500,1.57,11-05-2025 09:58:48,11-05-2025 11:33:00,11-05-2025 11:00:21,11-05-2025 14:06:53,15.0,F06,37.7,Delayed
J02555,ORD0426,PRD004,OP50,50,M04,MAT005,W017,S2,3500,0.74,11-05-2025 11:48:00,11-05-2025 12:32:24,11-05-2025 12:21:42,11-05-2025 13:56:39,6.2,F04,17.8,Delayed
J02556,ORD0426,PRD004,OP60,60,M01,MAT001,W084,S2,3500,0.88,11-05-2025 12:47:24,11-05-2025 13:40:12,11-05-2025 12:50:45,11-05-2025 13:48:34,13.2,,15.8,On-Time
J02557,ORD0427,PRD037,OP10,10,M02,MAT004,W061,S3,2500,0.84,16-05-2025 06:00:00,16-05-2025 06:50:24,16-05-2025 08:05:17,16-05-2025 12:03:37,20.2,F03,18.5,Failed
J02558,ORD0427,PRD037,OP20,20,M01,MAT004,W056,S1,2500,0.87,16-05-2025 07:05:24,16-05-2025 07:57:36,16-05-2025 07:08:51,16-05-2025 08:06:14,1.9,,15.7,On-Time
J02559,ORD0427,PRD037,OP30,30,M02,MAT004,W039,S1,2500,0.69,16-05-2025 08:12:36,16-05-2025 08:54:00,16-05-2025 08:12:36,16-05-2025 08:44:20,8.9,,15.2,On-Time
J02560,ORD0427,PRD037,OP40,40,M04,MAT005,W004,S1,2500,1.04,16-05-2025 09:09:00,16-05-2025 10:11:24,16-05-2025 09:38:20,16-05-2025 11:24:45,10.0,F08,25.0,Delayed
J02561,ORD0427,PRD037,OP50,50,M05,MAT004,W035,S2,2500,0.55,16-05-2025 10:26:24,16-05-2025 10:59:24,16-05-2025 10:32:45,16-05-2025 11:15:18,9.0,,11.0,On-Time
J02562,ORD0427,PRD037,OP60,60,M05,MAT003,W072,S3,2500,0.91,16-05-2025 11:14:24,16-05-2025 12:09:00,16-05-2025 13:00:55,16-05-2025 16:35:18,25.5,F11,18.2,Failed
J02563,ORD0428,PRD015,OP10,10,M02,MAT001,W055,S3,3500,1.12,09-05-2025 06:00:00,09-05-2025 07:07:12,09-05-2025 07:50:19,09-05-2025 11:43:01,21.6,F05,24.6,Failed
J02564,ORD0428,PRD015,OP20,20,M01,MAT004,W080,S1,3500,0.96,09-05-2025 07:22:12,09-05-2025 08:19:48,09-05-2025 07:28:18,09-05-2025 08:35:04,4.7,,17.3,On-Time
J02565,ORD0428,PRD015,OP30,30,M02,MAT002,W039,S2,3500,0.76,09-05-2025 08:34:48,09-05-2025 09:20:24,09-05-2025 08:40:06,09-05-2025 09:33:40,10.3,,16.7,On-Time
J02566,ORD0428,PRD015,OP40,40,M04,MAT005,W040,S2,3500,1.4,09-05-2025 09:35:24,09-05-2025 10:59:24,09-05-2025 10:57:21,09-05-2025 14:24:17,13.6,F03,33.6,Failed
J02567,ORD0428,PRD015,OP50,50,M04,MAT003,W017,S3,3500,0.69,09-05-2025 11:14:24,09-05-2025 11:55:48,09-05-2025 11:44:24,09-05-2025 13:10:48,16.0,F09,16.6,Delayed
J02568,ORD0428,PRD015,OP60,60,M05,MAT006,W006,S1,3500,0.98,09-05-2025 12:10:48,09-05-2025 13:09:36,09-05-2025 12:10:48,09-05-2025 13:07:28,5.7,,19.6,On-Time
J02569,ORD0429,PRD002,OP10,10,M02,MAT005,W079,S3,8000,1.75,05-05-2025 06:00:00,05-05-2025 07:45:00,05-05-2025 08:11:30,05-05-2025 13:13:45,15.4,F11,38.5,Failed
J02570,ORD0429,PRD002,OP20,20,M01,MAT002,W002,S2,8000,1.45,05-05-2025 08:00:00,05-05-2025 09:27:00,05-05-2025 08:00:00,05-05-2025 09:19:28,12.1,,26.1,On-Time
J02571,ORD0429,PRD002,OP30,30,M03,MAT001,W081,S3,8000,1.15,05-05-2025 09:42:00,05-05-2025 10:51:00,05-05-2025 10:34:07,05-05-2025 13:01:17,25.8,F04,29.9,Delayed
J02572,ORD0429,PRD002,OP40,40,M04,MAT005,W004,S3,8000,1.91,05-05-2025 11:06:00,05-05-2025 13:00:36,05-05-2025 13:29:58,05-05-2025 19:00:31,25.4,F05,45.8,Failed
J02573,ORD0429,PRD002,OP50,50,M04,MAT003,W053,S2,8000,0.89,05-05-2025 13:15:36,05-05-2025 14:09:00,05-05-2025 14:09:39,05-05-2025 16:24:09,3.8,F03,21.4,Delayed
J02574,ORD0429,PRD002,OP60,60,M05,MAT001,W066,S3,8000,1.35,05-05-2025 14:24:00,05-05-2025 15:45:00,05-05-2025 15:07:37,05-05-2025 17:34:02,26.2,F03,27.0,Delayed
J02575,ORD0430,PRD026,OP10,10,M02,MAT001,W049,S1,5500,1.46,17-05-2025 06:00:00,17-05-2025 07:27:36,17-05-2025 06:56:59,17-05-2025 09:50:04,7.7,F06,32.1,Delayed
J02576,ORD0430,PRD026,OP20,20,M02,MAT005,W080,S1,5500,1.18,17-05-2025 07:42:36,17-05-2025 08:53:24,17-05-2025 07:43:23,17-05-2025 08:55:22,4.6,,26.0,On-Time
J02577,ORD0430,PRD026,OP30,30,M02,MAT006,W009,S2,5500,0.8,17-05-2025 09:08:24,17-05-2025 09:56:24,17-05-2025 09:12:41,17-05-2025 10:07:07,14.8,,17.6,On-Time
J02578,ORD0430,PRD026,OP40,40,M03,MAT006,W082,S2,5500,1.35,17-05-2025 10:11:24,17-05-2025 11:32:24,17-05-2025 10:14:54,17-05-2025 11:41:10,10.9,,35.1,On-Time
J02579,ORD0430,PRD026,OP50,50,M05,MAT006,W035,S2,5500,0.87,17-05-2025 11:47:24,17-05-2025 12:39:36,17-05-2025 11:54:23,17-05-2025 12:57:03,8.8,,17.4,On-Time
J02580,ORD0430,PRD026,OP60,60,M05,MAT006,W060,S2,5500,0.95,17-05-2025 12:54:36,17-05-2025 13:51:36,17-05-2025 12:59:04,17-05-2025 14:02:47,10.3,,19.0,On-Time
J02581,ORD0431,PRD007,OP10,10,M02,MAT004,W079,S3,4000,0.95,09-05-2025 06:00:00,09-05-2025 06:57:00,09-05-2025 07:05:36,09-05-2025 09:41:01,25.6,F01,20.9,Failed
J02582,ORD0431,PRD007,OP20,20,M02,MAT006,W032,S1,4000,0.91,09-05-2025 07:12:00,09-05-2025 08:06:36,09-05-2025 08:02:58,09-05-2025 10:14:03,0.0,F08,20.0,Delayed
J02583,ORD0431,PRD007,OP30,30,M03,MAT006,W057,S3,4000,0.85,09-05-2025 08:21:36,09-05-2025 09:12:36,09-05-2025 08:38:59,09-05-2025 09:56:04,20.5,F07,22.1,Delayed
J02584,ORD0431,PRD007,OP40,40,M04,MAT005,W052,S3,4000,1.01,09-05-2025 09:27:36,09-05-2025 10:28:12,09-05-2025 11:30:40,09-05-2025 15:35:52,24.1,F05,24.2,Failed
J02585,ORD0431,PRD007,OP50,50,M04,MAT005,W071,S2,4000,0.69,09-05-2025 10:43:12,09-05-2025 11:24:36,09-05-2025 11:59:45,09-05-2025 14:36:00,11.0,F05,16.6,Failed
J02586,ORD0431,PRD007,OP60,60,M01,MAT001,W084,S3,4000,0.85,09-05-2025 11:39:36,09-05-2025 12:30:36,09-05-2025 12:24:08,09-05-2025 14:21:58,19.1,F06,15.3,Delayed
J02587,ORD0432,PRD021,OP10,10,M02,MAT005,W055,S1,5500,1.52,01-06-2025 06:00:00,01-06-2025 07:31:12,01-06-2025 07:34:42,01-06-2025 11:27:57,5.4,F11,33.4,Failed
J02588,ORD0432,PRD021,OP20,20,M01,MAT003,W002,S1,5500,0.96,01-06-2025 07:46:12,01-06-2025 08:43:48,01-06-2025 07:46:12,01-06-2025 08:31:52,2.1,,17.3,On-Time
J02589,ORD0432,PRD021,OP30,30,M02,MAT005,W081,S3,5500,0.66,01-06-2025 08:58:48,01-06-2025 09:38:24,01-06-2025 09:57:05,01-06-2025 12:04:07,17.0,F09,14.5,Delayed
J02590,ORD0432,PRD021,OP40,40,M03,MAT003,W034,S2,5500,1.77,01-06-2025 09:53:24,01-06-2025 11:39:36,01-06-2025 10:52:05,01-06-2025 14:06:18,12.5,F07,46.0,Delayed
J02591,ORD0432,PRD021,OP50,50,M05,MAT006,W053,S1,5500,0.57,01-06-2025 11:54:36,01-06-2025 12:28:48,01-06-2025 11:55:10,01-06-2025 12:30:13,13.0,,11.4,On-Time
J02592,ORD0432,PRD021,OP60,60,M01,MAT006,W018,S1,5500,0.77,01-06-2025 12:43:48,01-06-2025 13:30:00,01-06-2025 12:43:48,01-06-2025 13:17:31,5.6,,13.9,On-Time
J02593,ORD0433,PRD036,OP10,10,M01,MAT004,W049,S2,9500,1.94,21-05-2025 06:00:00,21-05-2025 07:56:24,21-05-2025 06:23:42,21-05-2025 08:55:40,10.7,F06,34.9,Delayed
J02594,ORD0433,PRD036,OP20,20,M01,MAT001,W032,S2,9500,1.56,21-05-2025 08:11:24,21-05-2025 09:45:00,21-05-2025 08:11:51,21-05-2025 09:46:08,10.9,,28.1,On-Time
J02595,ORD0433,PRD036,OP30,30,M03,MAT002,W081,S1,9500,0.83,21-05-2025 10:00:00,21-05-2025 10:49:48,21-05-2025 10:00:00,21-05-2025 10:39:53,7.2,,21.6,On-Time
J02596,ORD0433,PRD036,OP40,40,M04,MAT001,W064,S1,9500,1.74,21-05-2025 11:04:48,21-05-2025 12:49:12,21-05-2025 12:05:11,21-05-2025 15:20:10,14.2,F04,41.8,Delayed
J02597,ORD0433,PRD036,OP50,50,M05,MAT002,W059,S3,9500,0.78,21-05-2025 13:04:12,21-05-2025 13:51:00,21-05-2025 13:19:35,21-05-2025 14:29:29,17.3,F07,15.6,Delayed
J02598,ORD0433,PRD036,OP60,60,M05,MAT005,W024,S2,9500,1.32,21-05-2025 14:06:00,21-05-2025 15:25:12,21-05-2025 14:06:00,21-05-2025 15:20:05,6.0,,26.4,On-Time
J02599,ORD0434,PRD012,OP10,10,M02,MAT003,W019,S1,3000,1.31,16-05-2025 06:00:00,16-05-2025 07:18:36,16-05-2025 06:05:09,16-05-2025 07:31:30,11.3,,28.8,On-Time
J02600,ORD0434,PRD012,OP20,20,M01,MAT001,W020,S2,3000,1.1,16-05-2025 07:33:36,16-05-2025 08:39:36,16-05-2025 07:33:36,16-05-2025 08:31:35,13.1,,19.8,On-Time
J02601,ORD0434,PRD012,OP30,30,M03,MAT003,W081,S2,3000,0.84,16-05-2025 08:54:36,16-05-2025 09:45:00,16-05-2025 08:57:45,16-05-2025 09:52:54,7.9,,21.8,On-Time
J02602,ORD0434,PRD012,OP40,40,M03,MAT004,W004,S1,3000,1.1,16-05-2025 10:00:00,16-05-2025 11:06:00,16-05-2025 10:00:00,16-05-2025 10:51:22,9.1,,28.6,On-Time
J02603,ORD0434,PRD012,OP50,50,M05,MAT004,W041,S2,3000,0.65,16-05-2025 11:21:00,16-05-2025 12:00:00,16-05-2025 11:27:11,16-05-2025 12:15:29,2.0,,13.0,On-Time
J02604,ORD0434,PRD012,OP60,60,M05,MAT006,W012,S3,3000,0.66,16-05-2025 12:15:00,16-05-2025 12:54:36,16-05-2025 12:53:57,16-05-2025 14:32:00,24.0,F08,13.2,Delayed
J02605,ORD0435,PRD014,OP10,10,M01,MAT002,W007,S3,7000,1.19,24-05-2025 06:00:00,24-05-2025 07:11:24,24-05-2025 06:46:11,24-05-2025 09:06:52,19.9,F06,21.4,Delayed
J02606,ORD0435,PRD014,OP20,20,M02,MAT003,W002,S3,7000,1.09,24-05-2025 07:26:24,24-05-2025 08:31:48,24-05-2025 08:00:12,24-05-2025 09:56:18,14.1,F09,24.0,Delayed
J02607,ORD0435,PRD014,OP30,30,M02,MAT003,W051,S2,7000,0.99,24-05-2025 08:46:48,24-05-2025 09:46:12,24-05-2025 08:46:48,24-05-2025 09:28:43,5.6,,21.8,On-Time
J02608,ORD0435,PRD014,OP40,40,M03,MAT003,W064,S2,7000,1.72,24-05-2025 10:01:12,24-05-2025 11:44:24,24-05-2025 10:01:12,24-05-2025 11:32:14,20.3,,44.7,On-Time
J02609,ORD0435,PRD014,OP50,50,M05,MAT001,W011,S3,7000,0.98,24-05-2025 11:59:24,24-05-2025 12:58:12,24-05-2025 12:22:43,24-05-2025 13:56:31,15.3,F08,19.6,Delayed
J02610,ORD0435,PRD014,OP60,60,M01,MAT005,W048,S3,7000,1.04,24-05-2025 13:13:12,24-05-2025 14:15:36,24-05-2025 14:03:19,24-05-2025 16:20:54,22.2,F06,18.7,Delayed
J02611,ORD0436,PRD019,OP10,10,M01,MAT004,W019,S1,8000,1.3,06-05-2025 06:00:00,06-05-2025 07:18:00,06-05-2025 06:00:00,06-05-2025 07:02:17,7.0,,23.4,On-Time
J02612,ORD0436,PRD019,OP20,20,M02,MAT006,W056,S2,8000,1.14,06-05-2025 07:33:00,06-05-2025 08:41:24,06-05-2025 08:36:08,06-05-2025 11:19:16,12.9,F09,25.1,Delayed
J02613,ORD0436,PRD019,OP30,30,M02,MAT006,W057,S3,8000,1.26,06-05-2025 08:56:24,06-05-2025 10:12:00,06-05-2025 11:05:14,06-05-2025 15:34:05,18.2,F01,27.7,Failed
J02614,ORD0436,PRD019,OP40,40,M04,MAT003,W052,S1,8000,2.03,06-05-2025 10:27:00,06-05-2025 12:28:48,06-05-2025 10:47:35,06-05-2025 13:20:17,10.6,F03,48.7,Delayed
J02615,ORD0436,PRD019,OP50,50,M05,MAT002,W029,S1,8000,0.99,06-05-2025 12:43:48,06-05-2025 13:43:12,06-05-2025 12:43:48,06-05-2025 13:37:48,10.6,,19.8,On-Time
J02616,ORD0436,PRD019,OP60,60,M01,MAT001,W048,S1,8000,1.45,06-05-2025 13:58:12,06-05-2025 15:25:12,06-05-2025 13:58:12,06-05-2025 15:11:19,4.4,,26.1,On-Time
J02617,ORD0437,PRD010,OP10,10,M01,MAT005,W019,S1,6000,1.44,17-05-2025 06:00:00,17-05-2025 07:26:24,17-05-2025 06:03:43,17-05-2025 07:35:41,5.7,,25.9,On-Time
J02618,ORD0437,PRD010,OP20,20,M01,MAT005,W074,S2,6000,1.33,17-05-2025 07:41:24,17-05-2025 09:01:12,17-05-2025 07:41:27,17-05-2025 09:01:20,3.0,,23.9,On-Time
J02619,ORD0437,PRD010,OP30,30,M03,MAT003,W057,S2,6000,1.1,17-05-2025 09:16:12,17-05-2025 10:22:12,17-05-2025 09:16:12,17-05-2025 10:18:59,11.7,,28.6,On-Time
